,pmi,w1,w2,year
0,1.4497591289364105,buitenlandsche,vasteland,1847
0,0.6963718679991084,buitenlandsche,continent,1847
0,0.0,buitenlandsche,continentaal,1847
0,1.5208550506201406,buitenlandsche,overzees,1847
0,1.9803873799985807,buitenlandsche,werelddeel,1847
0,1.5823572503779342,buitenlandsche,beschaving,1847
0,1.7188892914189386,buitenlandsche,europa,1847
0,1.2140352574311597,buitenland,overzee,1848
0,1.568180728673208,buitenland,vasteland,1848
0,0.14006487269997878,buitenland,continent,1848
0,2.01186704960157,buitenland,continentaal,1848
0,1.4126159548087516,buitenland,overzees,1848
0,1.7017121212977306,buitenland,werelddeel,1848
0,1.5786520285405032,buitenland,beschaving,1848
0,1.6742313457170592,buitenland,europa,1848
0,1.2402579469176316,buitenlandsche,overzee,1848
0,1.5154423763568845,buitenlandsche,vasteland,1848
0,0.5191089368091932,buitenlandsche,continent,1848
0,2.3909111137107844,buitenlandsche,continentaal,1848
0,1.4457090383422095,buitenlandsche,overzees,1848
0,1.8478246277265724,buitenlandsche,werelddeel,1848
0,1.6392423615311833,buitenlandsche,beschaving,1848
0,1.7574109422195532,buitenlandsche,europa,1848
0,1.4647272689161006,buitenland,overzee,1849
0,1.5807273222626028,buitenland,vasteland,1849
0,0.3970597840974125,buitenland,continent,1849
0,1.3133505159715675,buitenland,continentaal,1849
0,1.6976134164291288,buitenland,overzees,1849
0,1.6308855515730296,buitenland,werelddeel,1849
0,1.4110571820779452,buitenland,beschaving,1849
0,1.705675803308289,buitenland,europa,1849
0,1.4920766840670017,buitenlandsche,overzee,1849
0,1.6523317464175444,buitenlandsche,vasteland,1849
0,0.8588618442297302,buitenlandsche,continent,1849
0,1.7751525761038853,buitenlandsche,continentaal,1849
0,1.72496283158003,buitenlandsche,overzees,1849
0,1.93362291707566,buitenlandsche,werelddeel,1849
0,1.6602978002265902,buitenlandsche,beschaving,1849
0,1.8693088034935779,buitenlandsche,europa,1849
0,1.2520989152901232,buitenland,overzee,1850
0,1.7184818119086576,buitenland,vasteland,1850
0,1.370427611013832,buitenland,continent,1850
0,0.0,buitenland,continentaal,1850
0,1.5059494710075974,buitenland,overzees,1850
0,1.876215440749866,buitenland,werelddeel,1850
0,1.539503941057766,buitenland,beschaving,1850
0,1.6359115826495878,buitenland,europa,1850
0,1.428765414600733,buitenlandsche,overzee,1850
0,1.6840063158898204,buitenlandsche,vasteland,1850
0,1.8243048829089272,buitenlandsche,continent,1850
0,0.0,buitenlandsche,continentaal,1850
0,1.6830737409831016,buitenlandsche,overzees,1850
